unitid,Total,Men,Women,Group
140720,125,52,73,Incoming cohort (minus exclusions)
140720,10,4,6,Completers within 150% of normal time
140818,269,107,162,Incoming cohort (minus exclusions)
140818,129,45,84,Completers within 150% of normal time
140872,266,172,94,Incoming cohort (minus exclusions)
140872,89,51,38,Completers within 150% of normal time
140951,1928,584,1344,Incoming cohort (minus exclusions)
140951,1378,383,995,Completers within 150% of normal time
140960,1119,481,638,Incoming cohort (minus exclusions)
140960,271,93,178,Completers within 150% of normal time
140988,261,121,140,Incoming cohort (minus exclusions)
140988,97,34,63,Completers within 150% of normal time
141060,563,0,563,Incoming cohort (minus exclusions)
141060,429,0,429,Completers within 150% of normal time
141167,88,53,35,Incoming cohort (minus exclusions)
141167,39,20,19,Completers within 150% of normal time
141185,138,59,79,Incoming cohort (minus exclusions)
141185,73,28,45,Completers within 150% of normal time
141237,207,82,125,Incoming cohort (minus exclusions)
141237,73,29,44,Completers within 150% of normal time
141264,1394,567,827,Incoming cohort (minus exclusions)
141264,576,180,396,Completers within 150% of normal time
141325,119,0,119,Incoming cohort (minus exclusions)
141325,67,0,67,Completers within 150% of normal time
141334,2343,865,1478,Incoming cohort (minus exclusions)
141334,992,293,699,Completers within 150% of normal time
141361,346,147,199,Incoming cohort (minus exclusions)
141361,140,55,85,Completers within 150% of normal time
141486,216,42,174,Incoming cohort (minus exclusions)
141486,142,24,118,Completers within 150% of normal time
141565,370,117,253,Incoming cohort (minus exclusions)
141565,158,39,119,Completers within 150% of normal time
141574,1852,790,1062,Incoming cohort (minus exclusions)
141574,1091,449,642,Completers within 150% of normal time
141644,470,155,315,Incoming cohort (minus exclusions)
141644,201,53,148,Completers within 150% of normal time
141839,9,5,4,Incoming cohort (minus exclusions)
141839,3,1,2,Completers within 150% of normal time
141981,239,94,145,Incoming cohort (minus exclusions)
141981,88,26,62,Completers within 150% of normal time
142090,24,14,10,Incoming cohort (minus exclusions)
142090,13,10,3,Completers within 150% of normal time
142115,2149,966,1183,Incoming cohort (minus exclusions)
142115,1153,468,685,Completers within 150% of normal time
142276,1169,513,656,Incoming cohort (minus exclusions)
142276,444,172,272,Completers within 150% of normal time
142285,1551,779,772,Incoming cohort (minus exclusions)
142285,919,434,485,Completers within 150% of normal time
142294,198,102,96,Incoming cohort (minus exclusions)
142294,111,44,67,Completers within 150% of normal time
142328,394,146,248,Incoming cohort (minus exclusions)
142328,141,47,94,Completers within 150% of normal time
142461,258,112,146,Incoming cohort (minus exclusions)
142461,161,67,94,Completers within 150% of normal time
142522,1520,666,854,Incoming cohort (minus exclusions)
142522,769,315,454,Completers within 150% of normal time
142887,58,22,36,Incoming cohort (minus exclusions)
142887,33,14,19,Completers within 150% of normal time
142957,2,1,1,Incoming cohort (minus exclusions)
142957,1,1,0,Completers within 150% of normal time
143048,563,139,424,Incoming cohort (minus exclusions)
143048,366,82,284,Completers within 150% of normal time
143084,678,285,393,Incoming cohort (minus exclusions)
143084,533,205,328,Completers within 150% of normal time
143118,625,251,374,Incoming cohort (minus exclusions)
143118,346,106,240,Completers within 150% of normal time
143288,159,68,91,Incoming cohort (minus exclusions)
143288,73,28,45,Completers within 150% of normal time
143358,924,438,486,Incoming cohort (minus exclusions)
143358,700,318,382,Completers within 150% of normal time
144005,162,66,96,Incoming cohort (minus exclusions)
144005,34,19,15,Completers within 150% of normal time
144050,1535,785,750,Incoming cohort (minus exclusions)
144050,1472,752,720,Completers within 150% of normal time
144281,1764,673,1091,Incoming cohort (minus exclusions)
144281,897,325,572,Completers within 150% of normal time
144351,292,132,160,Incoming cohort (minus exclusions)
144351,125,45,80,Completers within 150% of normal time
144740,2514,1099,1415,Incoming cohort (minus exclusions)
144740,1749,749,1000,Completers within 150% of normal time
144883,167,93,74,Incoming cohort (minus exclusions)
144883,21,12,9,Completers within 150% of normal time
144892,1078,398,680,Incoming cohort (minus exclusions)
144892,547,180,367,Completers within 150% of normal time
144962,478,193,285,Incoming cohort (minus exclusions)
144962,327,114,213,Completers within 150% of normal time
144971,164,82,82,Incoming cohort (minus exclusions)
144971,85,39,46,Completers within 150% of normal time
145336,203,68,135,Incoming cohort (minus exclusions)
145336,32,8,24,Completers within 150% of normal time
145372,260,150,110,Incoming cohort (minus exclusions)
145372,126,58,68,Completers within 150% of normal time
145497,362,27,335,Incoming cohort (minus exclusions)
145497,20,3,17,Completers within 150% of normal time
145600,3455,1661,1794,Incoming cohort (minus exclusions)
145600,2151,1007,1144,Completers within 150% of normal time
145619,448,234,214,Incoming cohort (minus exclusions)
145619,209,99,110,Completers within 150% of normal time
145637,7553,4198,3355,Incoming cohort (minus exclusions)
145637,6411,3447,2964,Completers within 150% of normal time
145646,450,200,250,Incoming cohort (minus exclusions)
145646,365,161,204,Completers within 150% of normal time
145691,239,114,125,Incoming cohort (minus exclusions)
145691,153,64,89,Completers within 150% of normal time
145725,476,336,140,Incoming cohort (minus exclusions)
145725,340,240,100,Completers within 150% of normal time
145813,3618,1494,2124,Incoming cohort (minus exclusions)
145813,2434,908,1526,Completers within 150% of normal time
146339,145,73,72,Incoming cohort (minus exclusions)
146339,97,44,53,Completers within 150% of normal time
146427,386,159,227,Incoming cohort (minus exclusions)
146427,290,112,178,Completers within 150% of normal time
146481,356,155,201,Incoming cohort (minus exclusions)
146481,260,109,151,Completers within 150% of normal time
146612,695,332,363,Incoming cohort (minus exclusions)
146612,419,180,239,Completers within 150% of normal time
146667,77,56,21,Incoming cohort (minus exclusions)
146667,33,19,14,Completers within 150% of normal time
146676,32,16,16,Incoming cohort (minus exclusions)
146676,7,1,6,Completers within 150% of normal time
146719,2194,724,1470,Incoming cohort (minus exclusions)
146719,1579,509,1070,Completers within 150% of normal time
146755,1,0,1,Incoming cohort (minus exclusions)
146755,1,0,1,Completers within 150% of normal time
147013,342,192,150,Incoming cohort (minus exclusions)
147013,190,90,100,Completers within 150% of normal time
147129,9,2,7,Incoming cohort (minus exclusions)
147129,5,0,5,Completers within 150% of normal time
147244,418,215,203,Incoming cohort (minus exclusions)
147244,229,106,123,Completers within 150% of normal time
147341,270,145,125,Incoming cohort (minus exclusions)
147341,149,69,80,Completers within 150% of normal time
147369,398,208,190,Incoming cohort (minus exclusions)
147369,211,100,111,Completers within 150% of normal time
147536,80,23,57,Incoming cohort (minus exclusions)
147536,27,7,20,Completers within 150% of normal time
147660,599,316,283,Incoming cohort (minus exclusions)
147660,386,196,190,Completers within 150% of normal time
147679,358,140,218,Incoming cohort (minus exclusions)
147679,219,76,143,Completers within 150% of normal time
147703,2235,1116,1119,Incoming cohort (minus exclusions)
147703,1135,536,599,Completers within 150% of normal time
147767,2012,1012,1000,Incoming cohort (minus exclusions)
147767,1916,951,965,Completers within 150% of normal time
147776,706,312,394,Incoming cohort (minus exclusions)
147776,151,48,103,Completers within 150% of normal time
147828,730,321,409,Incoming cohort (minus exclusions)
147828,466,199,267,Completers within 150% of normal time
148016,78,37,41,Incoming cohort (minus exclusions)
148016,67,32,35,Completers within 150% of normal time
148131,278,144,134,Incoming cohort (minus exclusions)
148131,116,52,64,Completers within 150% of normal time
148405,164,91,73,Incoming cohort (minus exclusions)
148405,52,19,33,Completers within 150% of normal time
148487,439,177,262,Incoming cohort (minus exclusions)
148487,170,64,106,Completers within 150% of normal time
148496,483,172,311,Incoming cohort (minus exclusions)
148496,252,74,178,Completers within 150% of normal time
148584,181,84,97,Incoming cohort (minus exclusions)
148584,117,53,64,Completers within 150% of normal time
148627,620,209,411,Incoming cohort (minus exclusions)
148627,321,102,219,Completers within 150% of normal time
148654,254,95,159,Incoming cohort (minus exclusions)
148654,131,50,81,Completers within 150% of normal time
148876,65,13,52,Incoming cohort (minus exclusions)
148876,65,13,52,Completers within 150% of normal time
149028,1,0,1,Incoming cohort (minus exclusions)
149028,1,0,1,Completers within 150% of normal time
149222,2155,1030,1125,Incoming cohort (minus exclusions)
149222,965,437,528,Completers within 150% of normal time
149231,2070,904,1166,Incoming cohort (minus exclusions)
149231,1072,433,639,Completers within 150% of normal time
149329,21,21,0,Incoming cohort (minus exclusions)
149329,1,1,0,Completers within 150% of normal time
149505,190,68,122,Incoming cohort (minus exclusions)
149505,127,43,84,Completers within 150% of normal time
149514,148,85,63,Incoming cohort (minus exclusions)
149514,66,35,31,Completers within 150% of normal time
149639,20,14,6,Incoming cohort (minus exclusions)
149639,13,9,4,Completers within 150% of normal time
149772,1502,692,810,Incoming cohort (minus exclusions)
149772,764,352,412,Completers within 150% of normal time
149781,605,282,323,Incoming cohort (minus exclusions)
149781,530,234,296,Completers within 150% of normal time
150066,421,174,247,Incoming cohort (minus exclusions)
150066,265,100,165,Completers within 150% of normal time
150136,3488,1349,2139,Incoming cohort (minus exclusions)
150136,2378,862,1516,Completers within 150% of normal time
150145,269,117,152,Incoming cohort (minus exclusions)
150145,171,69,102,Completers within 150% of normal time
150163,934,370,564,Incoming cohort (minus exclusions)
150163,768,302,466,Completers within 150% of normal time
150172,114,62,52,Incoming cohort (minus exclusions)
150172,24,11,13,Completers within 150% of normal time
150400,596,299,297,Incoming cohort (minus exclusions)
150400,492,241,251,Completers within 150% of normal time
150455,252,107,145,Incoming cohort (minus exclusions)
150455,183,76,107,Completers within 150% of normal time
150534,515,221,294,Incoming cohort (minus exclusions)
150534,357,136,221,Completers within 150% of normal time
150604,289,148,141,Incoming cohort (minus exclusions)
150604,177,81,96,Completers within 150% of normal time
150668,176,88,88,Incoming cohort (minus exclusions)
150668,114,51,63,Completers within 150% of normal time
150677,351,135,216,Incoming cohort (minus exclusions)
150677,251,100,151,Completers within 150% of normal time
150756,304,140,164,Incoming cohort (minus exclusions)
150756,193,79,114,Completers within 150% of normal time
150774,178,97,81,Incoming cohort (minus exclusions)
150774,121,64,57,Completers within 150% of normal time
150941,207,77,130,Incoming cohort (minus exclusions)
150941,142,50,92,Completers within 150% of normal time
151102,1423,720,703,Incoming cohort (minus exclusions)
151102,536,239,297,Completers within 150% of normal time
151111,3599,1511,2088,Incoming cohort (minus exclusions)
151111,2036,816,1220,Completers within 150% of normal time
151263,956,347,609,Incoming cohort (minus exclusions)
151263,607,205,402,Completers within 150% of normal time
151290,390,248,142,Incoming cohort (minus exclusions)
151290,155,98,57,Completers within 150% of normal time
151306,1621,611,1010,Incoming cohort (minus exclusions)
151306,815,291,524,Completers within 150% of normal time
151324,2765,1232,1533,Incoming cohort (minus exclusions)
151324,1139,494,645,Completers within 150% of normal time
151333,536,201,335,Incoming cohort (minus exclusions)
151333,231,79,152,Completers within 150% of normal time
151342,810,334,476,Incoming cohort (minus exclusions)
151342,311,116,195,Completers within 150% of normal time
151351,7839,3860,3979,Incoming cohort (minus exclusions)
151351,6338,3018,3320,Completers within 150% of normal time
